customer_no,buytabw,tabordrs,divsords,divwords,spgtabord,moslsdvs,moslsdvw,moslstab,orders
517,0,14,0,3,10,42,3.9422,3.9422,14
518,0,7,1,6,3,22.7332,5.4862,9.5926,12
519,0,10,0,2,6,42,17.3784,0.5256,14
520,0,1,0,0,1,42,42,4.4678,7
521,0,5,6,6,4,6.5703,6.9317,6.9317,14
522,0,1,1,2,1,24.343,12.3193,4.7635,18
523,0,4,0,2,0,42,12.385,3.7779,10
524,0,16,0,12,7,42,4.0407,4.0407,18
525,0,6,0,1,4,42,23.2589,10.1511,11
526,1,2,2,7,1,10.9396,8.3443,21.682,17
527,0,2,0,0,2,42,42,4.2707,3
528,0,2,1,3,2,22.569,9.067,16.8857,12
529,1,4,0,2,1,42,0.3614,2.1353,9
530,0,2,2,0,0,3.9422,42,1.3141,4
531,0,6,1,13,4,0.7884,4.205,4.6321,47
532,0,2,3,0,0,0.0986,42,3.7122,3
533,1,6,1,2,5,13.9947,5.6176,5.6176,9
534,1,4,1,5,0,2.661,0.657,2.661,10
535,1,6,4,1,0,3.3509,2.6938,1.2155,20
536,0,1,0,1,1,42,31.1104,31.1104,6
537,0,8,1,13,4,4.5335,4.3035,3.7451,38
538,0,6,0,8,3,42,4.2707,7.4244,13
539,0,5,4,4,4,19.9737,10.3154,7.2602,15
540,1,10,3,33,9,4.6321,0.0329,4.6321,39
541,0,5,0,2,5,42,6.3075,16.7543,13
542,1,10,4,1,3,2.1025,11.5309,1.4455,12
543,0,0,0,2,0,42,3.6465,42,2
544,0,2,0,1,1,42,3.548,3.548,4
545,0,2,0,0,2,42,42,5.1248,9
546,0,4,2,2,2,3.7451,1.3141,3.7451,6
547,0,4,2,14,0,3.9422,3.088,1.4126,32
548,0,6,3,8,4,4.7306,10.6767,10.6767,20
549,0,1,0,0,0,42,42,23.0289,5
550,0,3,0,2,3,42,29.7635,4.1721,6
551,0,5,2,2,5,0.3614,18.0355,6.0775,10
552,1,1,0,3,0,42,0.0657,3.8436,7
553,0,5,0,4,3,42,11.071,4.5335,9
554,0,15,0,17,10,42,0.6242,0.6242,27
555,0,0,6,2,0,7.0302,7.7201,42,11
556,0,1,0,4,0,42,4.205,12.0237,14
557,1,3,1,2,1,12.7464,0.0329,9.4612,13
558,0,7,6,2,1,0.0657,0.0657,0.0657,23
559,0,8,3,0,4,7.0959,42,17.4442,20
560,0,1,1,8,1,6.5046,0.1314,6.0118,16
561,0,1,0,0,1,42,42,6.7346,4
562,0,2,0,5,1,42,9.5598,5.1905,10
563,1,2,0,2,2,42,2.0039,4.7635,6
564,0,9,0,0,8,42,42,4.6978,15
565,0,5,0,0,1,42,42,1.2155,5
566,1,2,1,4,0,6.0118,1.1827,8.41,8
567,0,0,0,4,0,42,7.2602,42,5
568,0,4,0,1,1,42,9.4612,9.297,18
569,0,1,0,0,1,42,42,9.6912,5
570,0,0,1,1,0,2.431,2.431,42,3
571,0,3,0,1,1,42,6.2418,2.3982,6
572,0,6,1,5,3,30.8804,12.0237,9.067,10
573,0,9,0,4,2,42,7.0959,4.5335,17
574,0,1,0,2,0,42,2.7924,22.6675,8
575,0,4,4,8,3,1.4455,1.2484,6.9974,12
576,0,11,2,8,5,26.2484,4.2707,4.2707,11
577,0,14,2,1,9,0.5256,17.8055,1.3141,42
578,1,8,0,7,4,42,1.2484,1.2484,19
579,1,10,2,1,3,9.067,10.9396,10.6767,19
580,0,2,1,0,0,0.1643,42,0.1643,2
581,1,9,0,10,6,42,3.7451,3.7122,19
582,0,2,1,5,2,18.2983,8.2457,31.6689,10
583,0,7,3,3,4,11.5966,16.2286,5.6505,14
584,0,0,2,1,0,7.9172,1.9054,42,26
585,0,6,0,7,3,42,2.431,2.431,11
586,0,0,1,0,0,8.0158,42,42,4
587,0,0,1,0,0,8.8371,42,42,6
588,0,4,0,5,3,42,0.3285,0.3285,13
589,0,1,1,1,0,14.5861,4.7306,26.4126,4
590,0,7,1,6,5,5.092,2.7924,5.092,22
591,0,3,0,7,0,42,3.7122,1.8725,12
592,0,3,3,6,2,3.7451,5.6176,23.1275,10
593,0,5,1,1,2,0.1314,12.5493,0.1314,12
594,1,5,0,10,2,42,0.2957,5.7162,19
595,0,4,1,2,1,19.6781,3.5808,3.0552,8
596,0,1,0,2,1,42,2.2339,31.6032,7
597,0,1,0,1,1,42,5.7162,5.7162,11
598,0,2,1,0,1,9.7569,42,5.4862,6
599,0,1,0,0,0,42,42,8.8042,3
600,0,2,1,4,1,11.8594,7.0959,7.0959,6
601,0,1,0,2,1,42,31.8331,8.8699,6
602,0,11,0,5,7,42,5.7162,5.7162,23
603,0,1,0,1,0,42,18.2654,12.3193,14
604,0,7,3,3,1,10.2825,0.1314,0.8213,14
605,1,1,0,5,0,42,5.2562,11.6294,6
606,0,9,0,6,4,42,7.9172,9.4612,13
607,0,5,1,3,2,10.5125,7.9501,10.5125,10
608,0,5,0,0,3,42,42,17.4442,7
609,0,1,0,3,1,42,15.5388,15.5388,5
610,0,0,0,0,0,42,42,42,2
611,0,3,0,1,2,42,5.8476,5.8476,13
612,0,10,4,6,4,6.0447,0.4271,1.7411,23
613,0,2,0,3,2,42,29.6321,30.7819,4
614,0,3,0,1,1,42,9.1327,11.071,7
615,1,7,1,6,6,18.0355,1.2155,9.9869,14
616,0,3,1,4,1,29.5664,5.1905,12.0237,16
617,0,2,3,6,0,3.6137,0.6242,23.4231,14
618,0,0,0,0,0,42,42,42,3
619,0,2,4,7,0,6.2746,1.7083,11.5966,12
620,0,1,0,1,1,42,10.4139,16.6886,8
621,0,1,0,0,1,42,42,8.8699,7
622,0,4,0,1,3,42,15.9658,15.6045,9
623,1,10,6,5,3,5.1905,2.1353,5.1905,33
624,0,4,7,10,3,1.0184,7.3259,17.4442,21
625,0,7,2,0,3,15.3745,42,4.5007,23
626,1,2,2,5,0,3.0552,3.0552,23.6531,8
627,0,2,0,5,2,42,7.3259,2.431,9
628,1,6,2,12,4,23.1932,17.0499,21.912,27
629,0,0,0,2,0,42,0.8213,42,5
630,1,12,1,16,8,27.7924,5.8476,6.3075,19
631,0,10,2,1,7,0.7884,31.9317,7.6216,20
632,0,2,0,1,2,42,2.431,2.431,5
633,0,2,3,0,1,5.1905,42,1.5112,8
634,0,2,2,6,0,8.3114,7.7858,8.4757,15
635,0,1,0,3,1,42,0.5585,6.3075,4
636,0,2,1,7,1,6.636,0.1971,7.9172,11
637,0,8,0,5,6,42,4.4021,2.4967,12
638,0,2,0,2,2,42,6.3732,28.8436,6
639,0,12,2,7,2,11.3995,3.2852,0.2957,20
640,1,5,0,4,1,42,6.1104,6.1104,11
641,0,4,0,5,3,42,3.975,3.975,7
642,0,5,0,1,2,42,18.0683,0.5585,10
643,1,15,1,13,4,6.1761,0.6242,0.6242,20
644,0,2,0,0,2,42,42,16.2286,13
645,1,4,3,3,3,7.4901,7.3259,7.3259,10
646,0,9,4,11,5,5.2562,1.2484,1.2484,15
647,0,14,13,4,7,1.0184,5.1577,4.5007,37
648,0,8,0,2,5,42,6.0775,1.774,29
649,0,4,2,11,1,7.1616,0.4928,0.4928,13
650,0,7,1,0,7,29.9606,42,4.9277,15
651,1,3,1,2,1,5.1577,10.0197,10.0197,6
652,0,6,0,8,2,42,6.1104,4.7635,14
653,0,1,0,2,0,42,7.2602,2.661,6
654,0,8,7,1,6,5.7162,30.4205,5.7162,10
655,0,1,0,1,0,42,12.0894,12.0894,6
656,0,4,0,3,3,42,11.4652,5.7819,18
657,1,6,1,10,1,8.2457,1.2155,1.2155,25
658,0,6,1,4,3,24.343,6.0118,1.0512,8
659,0,7,5,6,3,8.3771,8.3771,23.3246,19
660,0,4,0,11,2,42,0.1643,18.8239,15
661,0,10,2,4,6,3.8436,2.6938,2.6938,15
662,1,3,0,6,1,42,1.0512,8.7057,10
663,0,8,8,6,2,2.661,2.661,0.7227,24
664,0,7,2,14,2,12.3193,0.5256,0.5256,29
665,1,1,0,1,0,42,0.1643,0.1643,4
666,0,1,0,0,1,42,42,14.9803,2
667,0,9,2,5,5,10.0526,10.0526,8.0158,9
668,0,4,0,13,1,42,9.1327,9.1327,25
669,0,2,1,3,2,5.3548,5.1248,5.1248,10
670,1,7,7,7,5,4.7306,3.548,2.3653,34
671,0,5,0,3,1,42,18.0683,16.2286,15
672,0,8,4,4,4,10.5125,6.3403,6.3403,18
673,1,7,1,8,3,12.4836,11.4652,9.9212,14
674,0,2,6,6,2,1.2484,1.2484,24.0145,23
675,0,17,2,16,11,11.8594,0.8213,6.0447,38
676,1,26,6,8,18,5.6505,5.6505,3.7451,32
677,0,0,0,0,0,42,42,42,3
678,0,2,2,1,2,3.548,3.5808,3.548,16
679,1,6,1,6,3,21.8134,0.1314,0.1314,13
680,0,3,1,5,3,19.4481,4.0079,4.9277,16
681,0,9,4,6,6,11.7937,0.1643,11.7937,16
682,0,10,1,7,6,27.6938,3.5808,3.5808,19
683,0,6,5,3,4,12.5493,0.8213,0.8213,32
684,0,3,0,4,3,42,4.7635,4.7635,9
685,0,4,0,6,3,42,4.9606,13.3049,14
686,0,1,0,4,1,42,4.0079,29.4021,6
687,0,16,11,0,12,0.8213,42,3.8108,63
688,0,9,1,2,5,17.9041,16.8528,0.9855,11
689,0,4,1,8,4,5.1248,0.5585,3.318,9
690,0,3,3,1,0,12.0894,12.1551,12.0894,14
691,0,12,0,3,8,42,6.636,6.636,13
692,1,11,2,8,3,13.0749,9.7569,9.7569,16
693,1,12,5,1,6,5.1905,15.9658,0.5913,15
694,0,3,0,3,3,42,12.9435,17.8055,10
695,0,1,2,1,0,21.3206,21.3206,3.3837,10
696,1,3,1,4,2,11.8265,4.0407,7.0302,11
697,1,7,1,8,2,29.9606,6.1104,1.3141,11
698,0,14,1,6,3,12.8121,0.3285,3.7122,25
699,0,1,2,1,0,21.5506,0.7556,4.9277,8
700,0,3,0,3,1,42,1.2155,16.9842,12
701,0,6,4,3,5,7.2602,17.5756,7.0959,21
702,0,6,2,3,1,8.6071,2.6281,2.6281,12
703,0,19,2,1,12,12.8121,16.6557,1.9711,24
704,0,7,11,5,5,4.862,5.092,2.661,22
705,0,1,0,0,1,42,42,4.862,1
706,0,6,3,9,3,6.0447,4.5335,4.5335,23
707,0,3,3,0,2,11.3009,42,6.5703,11
708,0,5,1,4,4,26.1827,3.7122,3.7122,10
709,0,2,0,1,1,42,16.2286,17.5099,7
710,1,8,11,35,5,3.1209,1.4126,4.5007,47
711,0,4,0,2,3,42,2.6938,3.548,7
712,0,1,0,5,0,42,3.0552,11.9908,7
713,1,4,0,4,3,42,6.1761,6.1761,6
714,0,6,0,2,0,42,23.3246,3.9422,7
715,1,8,1,7,6,9.0342,2.0039,2.0039,19
716,0,3,0,5,3,42,12.2536,5.092,16
717,0,0,1,3,0,2.1025,0.2957,42,4
718,0,2,1,4,2,24.9014,6.3075,4.0407,12
719,0,0,1,3,0,4.2707,4.2707,42,3
720,0,3,0,0,1,42,42,1.0512,6
721,0,7,0,5,0,42,3.7122,1.4126,12
722,0,5,1,3,1,21.912,8.9356,5.1905,12
723,0,9,1,3,7,32.1616,4.6649,1.3141,12
724,0,5,0,1,2,42,16.9185,5.6505,10
725,1,12,5,17,7,12.385,0.1314,4.0079,23
726,0,8,4,3,5,18.0683,7.6544,1.2812,23
727,0,24,1,12,10,6.1761,1.7411,3.318,48
728,0,8,6,4,4,0.3942,8.0158,0.3942,11
729,0,0,0,1,0,42,15.7687,42,6
730,0,2,0,0,1,42,42,22.339,5
731,0,2,0,3,2,42,16.6557,16.6557,4
732,0,8,0,3,5,42,12.7464,3.8108,13
733,0,8,1,3,5,4.9606,4.9606,3.8108,12
734,0,0,1,0,0,8.0158,42,42,4
735,0,5,3,6,2,11.5309,16.4258,2.2339,18
736,0,12,7,4,2,1.5112,12.2865,1.5112,26
737,0,3,1,3,0,21.912,5.8804,2.8581,6
738,0,1,0,1,1,42,5.3548,15.6045,8
739,0,5,1,3,2,22.7332,6.0775,11.1695,10
740,0,2,2,21,2,7.9172,0.3614,18.134,36
741,0,8,2,4,6,18.4297,8.18,7.7858,12
742,1,30,22,44,19,3.7779,1.9711,2.5953,77
743,0,4,0,6,3,42,2.4967,2.4967,11
744,1,7,3,14,7,9.6912,4.2378,6.7674,22
745,0,2,1,0,0,7.2602,42,8.7057,8
746,1,2,0,1,1,42,4.9934,1.9711,3
747,0,6,1,2,4,3.3837,7.9172,3.3837,7
748,1,12,1,8,4,6.5703,6.5703,0.2628,14
749,0,18,7,12,14,5.6505,5.6505,1.7411,27
750,0,5,1,4,3,4.9934,1.5112,1.5112,6
751,0,5,4,6,4,2.4639,4.5335,4.6649,20
752,0,3,0,7,3,42,4.7306,4.3035,21
753,0,4,5,3,1,2.5624,3.2852,3.2852,16
754,0,3,0,2,0,42,0.8213,24.113,10
755,0,2,0,1,2,42,16.1301,19.1196,8
756,0,11,0,11,6,42,4.205,10.0854,32
757,0,3,1,1,3,6.0118,5.4862,5.4862,6
758,0,2,1,2,1,23.8173,23.883,7.0959,14
759,0,3,0,0,2,42,42,1.544,4
760,0,2,0,1,0,42,7.3259,8.3771,6
761,0,5,0,0,2,42,42,9.3955,9
762,0,4,2,5,0,5.6505,5.6505,9.8555,24
763,0,1,1,0,1,21.5506,42,6.3075,4
764,0,3,4,0,0,2.6938,42,1.2812,15
765,0,0,2,1,0,13.0749,13.0749,42,11
766,0,4,1,2,1,14.389,0.8213,6.1761,8
767,0,4,1,3,1,3.0223,2.2339,7.0959,7
768,0,1,0,3,1,42,7.6544,7.6544,6
769,0,1,0,2,1,42,7.7201,21.0578,9
770,0,0,3,2,0,9.5598,9.5598,42,4
771,1,14,8,23,8,3.088,2.8909,3.088,37
772,1,14,4,7,6,3.548,0.0986,0.0986,24
773,0,5,1,0,3,11.2352,42,4.0407,13
774,0,5,0,0,2,42,42,4.9606,7
775,0,2,0,0,1,42,42,8.4757,6
776,0,1,2,0,1,0.7884,42,5.5848,8
777,1,3,0,4,2,42,6.0118,5.092,8
778,0,1,1,1,0,5.9461,5.9461,0.3942,5
779,0,2,0,4,1,42,0.6242,23.1932,15
780,0,12,4,6,5,15.6045,7.4901,0.5256,27
781,1,11,1,9,6,6.0775,6.1104,1.9054,16
782,1,11,5,7,8,6.3403,7.0959,2.1353,26
783,0,2,1,6,1,5.4205,2.4967,21.912,16
784,1,6,0,7,4,42,3.1537,4.5335,9
785,0,18,5,6,10,7.6544,1.5112,0.0986,23
786,0,4,2,3,3,16.6229,19.9737,0.4928,17
787,0,13,4,21,8,10.9067,3.4823,3.4823,44
788,0,6,4,6,4,9.6912,7.4573,3.7451,21
789,0,2,0,0,1,42,42,10.8739,4
790,0,4,2,9,4,2.0039,2.5624,18.8239,16
791,0,11,1,1,10,15.933,29.0736,5.9461,12
792,0,12,1,14,6,25.1643,2.0039,2.4639,23
793,0,9,1,4,9,16.0315,15.9987,16.3929,19
794,0,6,0,4,6,42,4.5664,15.5059,12
795,0,1,0,1,0,42,2.7267,1.4455,6
796,0,3,1,0,0,20.7293,42,2.1353,12
797,1,33,12,42,19,2.2339,2.2339,0.5913,62
798,0,3,3,3,2,29.1064,22.0105,13.5348,10
799,0,6,2,0,1,9.6912,42,0.5913,13
800,0,2,3,5,0,0.5256,3.3509,3.3509,15
801,0,4,2,2,1,10.6439,2.8252,2.8252,8
802,1,1,0,3,1,42,1.6754,6.0447,4
803,1,13,3,10,7,6.5703,1.5112,1.5112,18
804,0,1,0,3,0,42,0.1314,0.1314,3
805,0,0,0,0,0,42,42,42,8
806,0,3,0,0,1,42,42,1.774,21
807,0,0,0,0,0,42,42,42,4
808,1,5,5,2,5,2.661,16.1629,3.975,14
809,0,3,0,6,2,42,5.092,0.5913,12
810,0,0,1,2,0,18.0683,0.0329,42,3
811,1,12,1,5,6,13.2392,14.0604,2.0039,23
812,1,27,1,28,19,22.0434,0.0657,0.0657,40
813,0,5,0,0,0,42,42,11.1367,8
814,0,3,0,1,3,42,16.4586,4.7635,7
815,0,9,0,7,4,42,3.1209,1.2812,21
816,0,0,0,0,0,42,42,42,3
817,0,6,6,3,2,5.6176,3.0552,10.7753,16
818,0,1,0,1,0,42,6.2746,9.8226,7
819,0,9,4,14,4,4.2378,0.9527,0.9527,35
820,0,8,0,3,3,42,0.1314,0.1314,9
821,0,11,13,5,5,4.9606,2.3982,0.0329,21
822,0,2,0,14,1,42,4.6978,13.2063,17
823,0,0,8,0,0,2.7267,42,42,10
824,0,1,0,0,0,42,42,21.5834,15
825,1,6,1,4,3,26.6426,6.866,10.7753,13
826,0,8,0,0,7,42,42,15.703,12
827,0,0,0,1,0,42,3.3509,42,7
828,0,10,5,10,3,12.7464,2.2011,2.2011,20
829,0,8,0,5,3,42,6.2746,5.6505,13
830,0,7,1,17,6,5.6505,1.2484,1.2484,21
831,0,1,0,1,1,42,13.5348,29.3035,7
832,0,2,0,4,0,42,1.4783,22.4376,11
833,0,6,0,2,4,42,8.9356,4.6978,14
834,0,9,2,2,5,31.4717,17.8055,7.6216,27
835,0,0,0,0,0,42,42,42,3
836,1,1,1,16,1,23.6531,1.2155,18.7582,27
837,0,3,1,0,1,8.3771,42,2.2339,7
838,0,3,1,1,1,6.5703,28.8436,2.431,9
839,0,1,0,0,0,42,42,0.1643,6
840,0,6,1,5,2,4.1721,4.1721,10.8739,11
841,0,4,3,2,3,0.5913,6.1104,7.0959,16
842,0,7,5,3,3,1.2155,9.3955,1.2155,9
843,0,0,0,1,0,42,8.4757,42,2
844,0,7,0,4,6,42,20.6636,15.5388,12
845,0,7,0,1,2,42,3.0552,7.8844,20
846,0,3,2,0,3,8.3114,42,8.3114,6
847,0,4,0,7,2,42,8.0158,12.0894,8
848,0,2,0,2,2,42,8.18,4.6978,7
849,0,2,0,1,2,42,7.8844,18.0026,8
850,0,6,0,0,2,42,42,8.9356,12
851,0,2,0,2,2,42,6.636,6.636,9
852,0,2,2,0,2,1.8725,42,5.1577,9
853,0,1,1,0,1,12.9435,42,9.067,7
854,0,2,1,2,1,19.8095,2.8581,5.3219,7
855,0,0,0,0,0,42,42,42,2
856,1,1,2,4,1,0.3942,5.4205,5.4205,7
857,0,9,1,2,2,5.2562,9.7898,2.1682,11
858,0,3,0,1,1,42,9.9212,6.0775,10
859,1,16,0,14,9,42,4.862,4.862,26
860,0,1,1,1,1,4.6649,11.8265,4.6649,8
861,0,1,0,1,0,42,19.2181,22.9632,19
862,0,3,1,1,1,10.9396,9.3955,8.7714,8
863,0,8,3,7,5,9.6255,4.0079,2.661,27
864,0,2,0,0,0,42,42,1.4126,5
865,0,1,0,3,1,42,2.6281,4.5007,8
866,1,12,3,3,5,9.3955,7.9501,9.3955,20
867,0,3,0,1,1,42,2.3325,13.6662,10
868,0,3,0,9,0,42,0.7884,9.6255,12
869,0,3,1,3,3,6.5046,6.5046,3.5151,5
870,0,6,0,3,1,42,3.8108,10.2825,7
871,0,4,0,1,2,42,13.0749,18.9553,10
872,0,7,2,7,4,4.0736,0.3942,0.4928,15
873,0,10,3,2,4,24.8029,2.4639,2.4639,22
874,1,13,6,20,6,6.1104,0.5585,6.0775,35
875,1,8,1,11,5,26.2484,2.8252,2.8252,19
876,0,5,1,2,3,22.4376,10.5125,0.9855,16
877,0,8,0,0,6,42,42,7.6216,8
878,0,1,0,2,0,42,5.8476,25.887,4
879,0,1,1,6,0,13.2392,4.5007,22.9632,12
880,0,3,0,2,1,42,5.7162,5.7162,8
881,0,2,2,3,0,8.3443,14.4547,13.0092,26
882,0,6,3,5,2,8.18,9.067,4.7306,12
883,0,0,0,0,0,42,42,42,10
884,0,1,0,2,1,42,9.3298,31.5375,7
885,0,3,2,4,2,24.113,5.6505,24.113,6
886,0,4,0,6,1,42,0.0329,10.841,11
887,0,3,0,2,0,42,1.3141,1.3141,10
888,0,3,2,3,1,14.7503,3.975,3.975,6
889,1,11,2,10,6,17.2799,4.3364,3.318,18
890,0,3,0,1,3,42,15.9658,2.8909,9
891,0,6,3,7,4,21.3206,1.2155,8.5414,15
892,0,5,2,2,2,6.0118,0.6242,0.6242,6
893,0,2,6,2,0,4.435,9.4612,11.0053,14
894,0,7,1,7,5,3.8436,2.1353,3.8436,14
895,0,1,0,2,1,42,6.1104,6.1104,3
896,0,1,0,0,0,42,42,0.0986,5
897,0,4,2,4,2,18.594,5.4205,11.1695,7
898,0,1,0,0,0,42,42,1.0841,3
899,0,2,4,7,2,4.9934,4.9934,17.2142,16
900,1,6,0,13,4,42,3.5151,4.6321,22
901,1,17,6,11,9,5.8147,0.3285,0.3285,33
902,1,5,1,7,5,15.3745,3.6137,3.6137,11
903,0,8,1,1,4,22.8647,21.9448,6.8003,15
904,0,4,1,5,2,25.6242,2.6281,2.6281,9
905,0,4,1,0,4,15.9658,42,19.3495,12
906,1,10,0,8,7,42,4.6649,4.6649,12
907,1,16,0,16,10,42,2.8581,2.8581,25
908,0,8,3,4,5,11.0053,2.7267,1.2812,18
909,0,6,1,4,1,12.5493,0.3614,0.3614,8
910,0,5,3,5,2,3.7451,3.7451,3.7451,10
911,1,12,2,14,6,1.7411,3.8436,1.7411,20
912,0,2,2,6,0,3.0552,3.0552,9.5269,8
913,0,2,0,7,2,42,6.0447,20.1051,10
914,0,1,0,0,0,42,42,11.4652,5
915,0,3,1,2,3,6.0447,19.0539,5.1905,12
916,1,1,0,4,0,42,1.7411,0.9855,6
917,0,8,3,6,5,13.8305,13.8305,0.5913,9
918,0,8,0,0,5,42,42,2.2339,14
919,0,4,0,4,4,42,9.9212,17.5099,14
920,0,10,5,6,6,6.1104,5.1577,5.1577,27
921,0,0,2,0,0,8.7057,42,42,14
922,1,18,1,4,3,10.3154,0.7884,0.7884,26
923,0,10,1,4,7,3.5808,0.5913,1.9382,25
924,0,1,1,0,1,8.7057,42,4.2378,3
925,0,4,5,5,1,6.5703,6.5703,1.1827,15
926,0,11,16,40,6,0.1314,0.1314,0.1314,58
927,0,6,3,0,3,14.159,42,0.0329,10
928,0,2,0,2,0,42,7.8515,2.6938,3
929,1,3,2,12,2,0.7227,0.3614,13.929,25
930,0,15,6,19,10,11.6951,5.3548,5.3548,20
931,0,5,0,2,5,42,9.6912,6.8003,19
932,0,1,0,2,0,42,11.1695,7.9501,3
933,0,0,0,3,0,42,1.0512,42,5
934,0,4,3,5,1,1.4783,6.9974,1.2155,13
935,0,3,0,7,2,42,1.0184,5.1577,12
936,0,10,2,7,7,0.2957,8.8371,1.2812,22
937,0,1,3,0,0,0.1643,42,0.1643,7
938,1,7,1,9,3,24.9343,9.4612,14.159,26
939,0,6,1,2,2,9.9869,9.9869,2.1682,13
940,0,2,7,5,2,0.5256,0.9855,27.4639,14
941,0,1,0,3,0,42,11.3995,13.5348,9
942,0,9,0,1,4,42,12.5493,0.3942,18
943,0,3,1,4,1,27.661,14.8817,9.8226,13
944,1,9,2,8,2,0.0329,0.0329,0.0329,14
945,0,9,2,16,7,0.8213,3.5151,3.5151,27
946,0,4,1,5,2,9.7898,10.0526,9.7898,24
947,0,0,0,1,0,42,6.3403,42,4
948,1,1,0,4,1,42,3.8108,3.8108,4
949,1,4,1,4,1,0.2957,0.1643,0.2957,12
950,1,3,0,2,2,42,2.2339,19.9737,6
951,1,7,9,5,6,2.431,0.2957,6.5375,16
952,0,7,1,9,3,29.1064,0.4928,4.2707,24
953,1,0,1,2,0,6.0447,6.0447,42,4
954,0,7,0,4,5,42,18.1997,3.548,17
955,1,3,2,2,2,10.5125,4.2378,4.5335,10
956,0,5,9,6,1,0.8213,1.2812,3.8436,23
957,0,1,0,1,1,42,5.5519,2.8252,5
958,0,5,1,10,3,11.3338,4.862,4.9277,17
959,0,4,0,3,4,42,0.5585,6.7017,14
960,0,6,0,7,5,42,3.7779,0.1643,9
961,0,10,0,5,6,42,4.7306,4.7306,11
962,0,5,4,6,1,0.7227,6.0118,2.3653,19
963,0,1,0,1,0,42,5.8476,2.0039,4
964,0,3,2,0,0,8.18,42,2.0039,6
965,0,9,5,6,6,16.1301,0.2957,13.5348,17
966,0,8,4,9,6,8.4757,2.6938,5.3219,14
967,0,0,0,1,0,42,0.3942,42,1
968,0,0,0,0,0,42,42,42,6
969,0,5,4,15,3,6.7346,0.0657,4.0407,27
970,1,16,0,41,10,42,2.5624,3.3837,46
971,0,1,0,3,0,42,17.5756,12.4836,8
972,1,8,3,5,3,6.9645,5.7162,4.6649,25
973,0,0,1,1,0,9.7569,3.2852,42,5
974,0,6,6,9,5,5.8804,0.7556,5.1905,23
975,1,6,0,6,3,42,6.7346,0.1314,18
976,0,1,1,8,0,0.3614,0.3614,23.4231,10
977,1,5,2,4,0,22.7989,5.2562,9.7569,16
978,0,2,0,0,1,42,42,9.9212,7
979,0,2,0,0,2,42,42,26.774,5
980,1,5,0,20,2,42,2.5624,5.5519,23
981,0,4,0,5,4,42,2.6938,2.6938,5
982,0,1,0,2,1,42,17.6084,17.6084,4
983,0,4,0,2,1,42,7.7201,2.8909,6
984,1,2,0,1,2,42,3.4823,3.4823,6
985,0,0,0,0,0,42,42,42,7
986,1,8,2,4,5,27.7267,2.0039,2.0039,14
987,0,8,2,2,4,12.3193,9.5269,4.2707,24
988,0,3,0,1,3,42,18.2326,16.1301,11
989,0,1,0,3,1,42,0.0986,8.8371,8
990,0,6,2,3,0,7.8515,6.3075,1.3141,32
991,1,11,2,8,8,1.2812,11.6294,3.3837,29
992,0,2,2,0,1,1.7411,42,2.4967,6
993,0,10,4,8,1,10.7753,2.431,9.4612,18
994,0,24,17,16,18,4.5007,4.5007,4.5007,40
995,0,10,1,9,4,22.6675,0.7227,8.41,25
996,0,0,0,1,0,42,29.2707,42,11
997,0,2,0,11,0,42,3.088,24.1787,16
998,0,2,1,7,1,10.5453,26.9711,10.0197,30
999,0,3,0,7,1,42,1.9054,8.8371,20
1000,0,3,0,2,2,42,10.8739,10.8739,12
1001,0,9,5,12,8,0.7884,12.8121,10.9396,34
1002,0,3,4,2,3,6.2418,22.8647,17.2142,13
1003,0,3,0,7,2,42,0.5256,0.5256,14
1004,0,17,4,5,8,1.2155,3.9422,1.1827,19
1005,0,9,0,13,4,42,6.3075,6.3075,17
1006,0,1,0,2,0,42,2.6938,2.1682,6
1007,0,1,0,4,0,42,3.318,3.318,8
1008,0,3,1,0,2,26.4783,42,10.841,8
1009,0,7,2,4,4,5.7819,5.7819,3.1537,25
1010,0,5,0,6,2,42,6.5703,6.5703,13
1011,0,1,0,0,1,42,42,7.4901,3
1012,0,0,0,3,0,42,7.5558,42,6
1013,0,5,4,0,1,9.3298,42,9.3298,12
1014,0,15,0,20,10,42,5.1248,0.0657,27
1015,1,10,8,3,3,0.0986,20.5979,0.0986,19
1016,0,5,0,7,3,42,4.9277,10.7753,11
1017,0,2,0,6,1,42,8.7057,3.1209,10
1018,0,7,0,3,4,42,3.5808,3.5808,11
1019,0,2,1,1,1,25.4271,1.0512,21.025,6
1020,0,12,4,0,7,0.0986,42,1.4455,23
1021,1,7,0,4,5,42,3.1537,1.9711,11
1022,0,5,4,8,1,3.0552,3.0552,10.2825,22
1023,0,1,0,0,1,42,42,4.0079,2
1024,0,1,2,3,1,22.9632,3.548,19.5138,15
1025,0,2,0,1,2,42,1.774,2.6281,6
1026,1,3,1,4,1,22.4376,4.0079,6.7017,14
1027,0,0,0,0,0,42,42,42,1
1028,1,5,1,1,2,8.1143,11.5637,3.1209,9
1029,0,5,0,0,1,42,42,1.1827,15
1030,0,5,3,1,3,11.6951,24.8686,3.7779,6
1031,0,0,0,0,0,42,42,42,4
1032,0,11,4,8,3,3.7122,8.8042,8.8042,22
1033,1,3,0,5,2,42,7.5558,11.5637,10
1034,0,1,0,1,1,42,5.4205,5.4205,7
1035,0,13,8,9,2,6.1104,7.1945,0.1643,38
1036,0,1,0,2,1,42,4.1721,5.2562,6
